meter_id,transformer_id,customer_class,barangay_id,lat,lon,monthly_consumption_202411,monthly_consumption_202412,monthly_consumption_202501,monthly_consumption_202502,monthly_consumption_202503,monthly_consumption_202504,monthly_consumption_202505,monthly_consumption_202506,monthly_consumption_202507,monthly_consumption_202508,monthly_consumption_202509,monthly_consumption_202510,kVA
M3000836,TX_Caniogan_6,Residential,84,14.57464804,121.0824291,526.94,495.09,528.7,558.86,658.29,653.63,581.97,501.47,439.42,500.93,484.05,431.16,10
M3000837,TX_Caniogan_1,Commercial,84,14.57812795,121.0871512,2288.59,2321.53,2801.88,2417.09,2759.34,3243.55,3295.1,2453.34,2519.16,2434.13,2325.94,2164.24,50
M3000838,TX_Caniogan_2,Residential,84,14.57803284,121.0850142,485.99,466.69,523.16,482.84,599.24,520.93,539.68,487.33,433.34,469.27,445.73,447.06,10
M3000839,TX_Caniogan_5,Residential,84,14.57812374,121.0839076,94.2,433.91,332.72,150.82,191.05,541.53,433.6,191.46,253.98,233.73,87.5,206.31,10
M3000840,TX_Kalawaan_10,Residential,85,14.54381544,121.0846599,178.74,261.2,224.8,189.87,260.07,261.82,330.33,267.65,209.54,302.44,303.74,223.18,5
M3000841,TX_Kalawaan_10,Residential,85,14.5439557,121.0871878,324.52,377.33,454.9,410.9,432.04,451.49,439.68,363.21,309.12,327.71,341.64,424.28,5
M3000842,TX_Kalawaan_2,Industrial,85,14.54645158,121.0847129,9590.73,13478.67,11725.38,11094.45,13342.37,12383.95,11450.99,11313.69,9913.79,10898.47,11562.07,11087.23,150
M3000843,TX_Kalawaan_6,Commercial,85,14.54558672,121.0842794,2227.18,2220.2,2365.22,2161.2,2261.78,2587.96,2755.73,2048.66,1690.25,1756.33,1867.83,1998.25,50
M3000844,TX_Kalawaan_3,Commercial,85,14.54647411,121.0860009,263.62,586.01,539.71,1365.47,1282.13,1855.42,978.07,913.69,1449.09,1131.05,1164.93,1584.92,75
M3000845,TX_Kalawaan_6,Residential,85,14.54537308,121.086846,253.02,324.25,287.62,353.04,370.76,314.46,340.71,285.01,261.8,276.48,309.21,276.85,15
M3000846,TX_Kalawaan_9,Commercial,85,14.54668446,121.0839308,3262.68,2913.89,3227.07,2830.57,3798.33,3268.46,3121.73,3010.35,2599.31,2420.85,3017.76,3114.65,75
M3000847,TX_Kalawaan_8,Residential,85,14.54466478,121.0853549,256.94,326.07,275.64,317.19,331.26,352.13,385.87,266.18,265.37,319.66,296.92,294.52,10
M3000848,TX_Kalawaan_8,Residential,85,14.54537121,121.0858726,215.52,275.5,267.19,271.49,295.85,298.67,326.87,209.99,222.13,260.74,207.93,226.39,10
M3000849,TX_Kalawaan_10,Industrial,85,14.54413636,121.0849738,9800.68,10429.08,11313.74,11247.78,11951.08,11884.08,10860.82,10057.45,7720.18,8569.55,9269.38,10552.61,150
M3000850,TX_Dela Paz_1,Residential,86,14.57019001,121.1036154,316.36,392.81,349.92,376.18,403.92,432.24,417.63,323.39,309.21,339.41,345.42,400.61,15
M3000851,TX_Dela Paz_9,Commercial,86,14.56985446,121.1049844,1658.54,1818.98,2065.3,1628.16,2336.35,2103.1,2370.5,1603.6,1642.79,1686.66,1720.66,1640.64,100
M3000852,TX_Dela Paz_1,Residential,86,14.56912774,121.1060873,501.25,500.57,551,572.53,550.65,616.44,660.36,445.15,467.17,399.5,502.67,524.16,5
M3000853,TX_Dela Paz_8,Residential,86,14.57065457,121.1058649,34.81,63.93,50.34,47.58,60.3,32.2,91.03,45.8,48.48,32.56,38.77,38.2,5
M3000854,TX_Dela Paz_4,Residential,86,14.57248689,121.1077826,301.76,285.58,347.36,358.18,334.47,398.11,388.37,275.2,254.34,321.34,279.71,269.39,5
M3000855,TX_Dela Paz_8,Residential,86,14.57012127,121.1078291,553.52,537.05,565.32,521.58,577.44,638.93,691.71,402.38,447.84,519.17,405.29,504.55,10
M3000856,TX_Dela Paz_9,Industrial,86,14.56836756,121.1092016,8752.11,8771.38,9218.06,11089.21,10533.87,10680.74,9388.17,8037.64,8994.32,8374.66,8728.38,8923.23,500
M3000857,TX_Dela Paz_10,Residential,86,14.57088679,121.104032,503.99,602.53,555.25,649.56,750.83,683.5,674.32,548.09,499.67,552.37,484.26,449.91,15
M3000858,TX_Dela Paz_4,Residential,86,14.57053667,121.1033107,506.47,557,546.62,512.74,714.82,599.64,647.15,431.28,472.56,540.47,553.73,486.4,10
M3000859,TX_Dela Paz_9,Residential,86,14.56928888,121.1052492,525.75,504.7,591.9,602.24,638.05,699.27,672.37,484.5,528.41,485.2,474.01,474.43,5
M3000860,TX_Sagad_6,Residential,87,14.55991258,121.0952111,444.12,452.11,539.91,510.73,613.74,516.95,576.97,448.24,406.45,460.64,358.32,455.98,10
M3000861,TX_Sagad_10,Residential,87,14.56601417,121.0931736,423.26,427.78,493.89,482.83,646.1,496.53,616.91,418.07,475.76,432.29,474.58,451.2,15
M3000862,TX_Sagad_1,Residential,87,14.56414051,121.0947195,174.88,201.04,202.39,168.75,235.89,198.01,253.17,160.83,157.17,158.68,191.49,177.27,10
M3000863,TX_Sagad_1,Residential,87,14.5657101,121.0958215,421.05,368.94,372.09,377.54,544.75,420.69,426.35,415.74,324.83,409.04,400.15,334.12,5
M3000864,TX_Sagad_2,Residential,87,14.56448566,121.0932396,312.95,381.25,339.25,318.58,434.81,399.7,353.4,334.42,315.52,306.67,323.65,324.36,10
M3000865,TX_Sagad_1,Residential,87,14.56452008,121.0959012,100.18,55.68,132.11,98.92,104.29,129.16,143.35,139.48,72.88,147.12,61.43,183.26,5
M3000866,TX_Sagad_10,Residential,87,14.56692784,121.0931968,511.11,580.61,493.58,582.23,606.17,566.22,653.66,455.7,438.97,379.85,474.11,409.09,10
M3000867,TX_Sagad_10,Residential,87,14.56588797,121.0946134,361.24,372.38,383.9,405.36,512.01,465.02,403.7,292.37,379.24,329.15,324.07,393.76,10
M3000868,TX_Sagad_5,Residential,87,14.56228547,121.092352,438.47,452.7,509.18,570.04,510.47,619.14,592.62,448.97,494.38,497.17,403.74,502.97,10
M3000869,TX_Sagad_7,Residential,87,14.56504475,121.0962092,437.05,504.13,498.09,471.88,559.41,582.61,604.95,392.84,356.57,423.75,415.99,380.55,10
M3000870,TX_Pinagbuhat_5,Residential,88,14.54426071,121.0879572,241.97,246.28,275.82,222.22,247.14,256.85,241.68,200.21,197.86,206.31,209.28,199.03,5
M3000871,TX_Pinagbuhat_9,Residential,88,14.5397797,121.0915589,282.08,387.23,381.15,301.55,400.68,370.47,358.3,283.02,328.4,260.19,313.32,354.92,15
M3000872,TX_Pinagbuhat_1,Residential,88,14.54050762,121.0857768,542.13,558.78,483.96,581.05,684.04,586.22,638.15,460.35,404.56,437.23,411.68,507.04,10
M3000873,TX_Pinagbuhat_7,Residential,88,14.53981865,121.0886058,237.05,260.36,218.65,249.02,290.52,267.87,320.04,196.56,202.65,196.29,193.64,256.51,5
M3000874,TX_Pinagbuhat_1,Residential,88,14.54124773,121.0903959,646.45,736.45,677.23,725.98,772.24,808.4,754.78,626.73,558.25,594.64,624.69,570.85,15
M3000875,TX_Pinagbuhat_3,Commercial,88,14.53747212,121.0902192,2968.04,3331.88,3384.29,2734.18,3628.59,3410.1,3158.53,2451.8,2918.94,2418.51,2540.4,2650.69,100
M3000876,TX_Pinagbuhat_10,Residential,88,14.53627418,121.0877654,262.13,244.42,233.91,274.26,307.19,312.63,313.58,230.16,229.72,259.44,232.49,250.79,5
M3000877,TX_Pinagbuhat_6,Residential,88,14.53860146,121.0900431,494.92,583.23,664.57,694.03,610.87,640.41,683.36,515.02,503.33,495.88,500.13,503.5,10
M3000878,TX_Pinagbuhat_10,Residential,88,14.54183625,121.0900203,218.49,249.35,203.76,205.79,263.67,217.87,279.68,167.85,202.6,177.57,179.37,177.9,5
M3000879,TX_Pinagbuhat_10,Commercial,88,14.54177829,121.0889995,1742.71,1693.74,1930.5,2081.61,2374.83,2130.56,1971.48,1791.7,1871.16,1567.36,1834.51,1961.43,50
M3000880,TX_Bambang_3,Residential,89,14.53343474,121.0701265,440.72,529.59,466.58,471.48,544.22,627.72,526.34,446.28,398.67,409.79,403.27,481.15,15
M3000881,TX_Bambang_10,Residential,89,14.53880435,121.0688851,186.33,208.92,238.28,230.23,228.23,259.51,267.85,185.21,177,201.89,197.97,176.15,15
M3000882,TX_Bambang_6,Residential,89,14.53367725,121.0709801,392.33,419.15,465.97,442.37,524.22,441.82,526.99,370.44,322.35,344.92,321.45,389.39,10
M3000883,TX_Bambang_7,Commercial,89,14.53500898,121.072619,590.19,442.58,511.22,937.07,687.57,717.32,1106.32,357.88,884,405.63,529.56,844.67,50
M3000884,TX_Bambang_1,Residential,89,14.53801057,121.0694559,377.51,449.55,462.39,398.48,466.32,469.29,448.53,386.13,362.24,404.55,376.08,346.06,10
M3000885,TX_Bambang_7,Commercial,89,14.53504296,121.0692964,2638.32,3396.01,2772.94,3156.66,3478.87,3559.51,3687.98,2888.94,2874.75,2914.46,3094.37,3294.58,25
M3000886,TX_Bambang_8,Residential,89,14.53672253,121.072483,411.73,435.08,457.85,431.37,496.76,557.48,476,402.91,355.64,355.33,422.1,417.38,10
M3000887,TX_Bambang_1,Residential,89,14.53787331,121.0682088,196.28,190.87,224.9,202.52,219.35,198.04,224.7,161.1,150.68,181.42,197.32,175.09,10
M3000888,TX_Bambang_7,Residential,89,14.5366209,121.070358,585.98,655.32,535.66,574.64,638.49,637.83,691.47,487.75,520.1,484.81,474.08,505.69,10
M3000889,TX_Bambang_9,Industrial,89,14.53489108,121.0725482,5666.45,6280.93,5519.27,5227.75,7393.71,6566.31,6497.56,5571.93,4778.8,5427.54,5210.11,5898.77,200
M3000890,TX_Bagong Ilo_7,Residential,90,14.54111098,121.0546447,407.39,491,465.44,481.54,538.63,465,454.4,351.33,338.62,365.82,396.27,403.14,5
M3000891,TX_Bagong Ilo_3,Residential,90,14.54087702,121.0524154,42.09,84.04,28.75,32.1,62.56,32.7,99.31,79.56,79.88,65.72,86.62,42.87,15
M3000892,TX_Bagong Ilo_8,Commercial,90,14.5438345,121.0548925,1012.81,990.16,1021.22,1101.72,1060.99,1320.61,1072.67,976.44,855.84,846.86,1000.53,975.65,75
M3000893,TX_Bagong Ilo_2,Residential,90,14.53870493,121.0561781,193.07,169.43,180.53,185.41,235.88,206.7,217.84,160.5,154.75,185.97,178.62,155.78,5
M3000894,TX_Bagong Ilo_1,Residential,90,14.54096894,121.056622,182.62,218.38,249.3,237.23,218.25,263.27,270.18,183.01,178.27,192.61,188.92,183.8,5
M3000895,TX_Bagong Ilo_4,Residential,90,14.54083498,121.0568469,156.05,194.26,188.94,203.39,210.78,213.87,217.98,141.38,167.93,146.7,152.54,140.33,5
M3000896,TX_Bagong Ilo_9,Residential,90,14.54077143,121.0552264,574.18,548.87,568.08,686.84,707.22,808.17,624.93,522.42,509.44,539.1,557.98,592.12,5
M3000897,TX_Bagong Ilo_3,Residential,90,14.53918593,121.0565897,118.54,173.68,217.79,164.21,230.88,176.02,259.18,130.79,138.8,175.67,124.41,143.09,15
M3000898,TX_Bagong Ilo_5,Residential,90,14.5374458,121.0582403,291.17,363.48,274.84,349.03,337.31,330.01,335.17,240.4,317.86,307.71,278.73,310.37,15
M3000899,TX_Bagong Ilo_8,Commercial,90,14.5395326,121.0518972,388.46,303.63,270.92,731.76,303.86,806.22,236.31,456.59,615.03,417.35,668.2,624.36,100
M3000900,TX_Bagong Kat_7,Residential,91,14.59345274,121.0682443,379.93,435.96,423.63,418.9,440.95,476.51,404.03,339.09,315.96,352.47,323.66,367.54,5
M3000901,TX_Bagong Kat_9,Residential,91,14.59625913,121.068367,431.7,624.8,487.44,576.85,636.44,541.52,588.25,515.76,448.74,473.53,504.62,436.96,5
M3000902,TX_Bagong Kat_9,Residential,91,14.59405213,121.0704605,578.14,628.73,724.48,567.96,754.45,845.61,652.96,570.81,501.72,629.87,578.74,546.32,10
M3000903,TX_Bagong Kat_5,Residential,91,14.59373875,121.0721842,415,563.38,499.38,539.14,558.53,615.54,654.22,472.13,468.12,479.61,445.25,429.33,5
M3000904,TX_Bagong Kat_2,Residential,91,14.5927857,121.0705378,270.89,290.78,252.23,231.44,263.23,285.6,271.95,257.01,225.63,220.59,211.56,268.19,5
M3000905,TX_Bagong Kat_4,Residential,91,14.595552,121.0716624,540,660.04,713.81,557.27,789.99,692.67,671.05,527.74,645.36,632.64,517.47,527.42,15
M3000906,TX_Bagong Kat_7,Commercial,91,14.59347857,121.0743353,970.88,1259.72,1238.79,1351.57,1317.36,1199.27,1359.57,1206.32,1151.24,909.57,1176.34,1103.68,50
M3000907,TX_Bagong Kat_2,Residential,91,14.58988146,121.0683839,224.03,237.07,216.2,254.99,232.45,242.75,247.74,204.3,221.82,201.11,216.53,230.94,5
M3000908,TX_Bagong Kat_8,Residential,91,14.59303802,121.0708143,486.77,516.47,500.43,527.62,581.84,549.15,547.75,364.9,405.54,416.46,409.94,471.5,15
M3000909,TX_Bagong Kat_4,Residential,91,14.59449827,121.0715892,386.49,381.25,406.66,434.14,461.99,519.5,540.04,427.06,402.87,407.73,398.4,465.32,15
M3000910,TX_Barangka_9,Residential,92,14.6416321,121.1028207,417.62,460.13,433.46,390.51,509.29,510.71,515.49,363.5,317.64,306.05,392.25,318.24,5
M3000911,TX_Barangka_1,Industrial,92,14.6439421,121.1007598,14090.8,18286.51,16200.17,17233.51,17219.73,18685.98,17312.49,16109.25,12320.17,13229.95,15862.46,14846.45,150
M3000912,TX_Barangka_6,Residential,92,14.64027355,121.1000202,485.17,651.99,218.18,344.98,684.99,460.22,630.53,552.12,484.3,187.43,205.64,207.96,10
M3000913,TX_Barangka_2,Residential,92,14.64701588,121.1023899,227.57,208.44,225.83,252.71,256.09,253.46,237.57,177.51,180.5,227.04,174.13,227.22,5
M3000914,TX_Barangka_4,Commercial,92,14.64127388,121.0994554,3071.61,2938.58,3181.57,3228.73,3957.07,3857.69,3689.15,2942.39,2392.79,3023.01,2549.87,3076.13,100
M3000915,TX_Barangka_3,Residential,92,14.6431216,121.1002336,476.02,514.46,480.95,482,534.61,563.01,517.78,428.16,487.46,492.32,462.09,432.39,5
M3000916,TX_Barangka_4,Residential,92,14.64290768,121.1025996,395.75,381.26,470.84,394.06,529.88,482.74,399.26,336.27,305.3,343.79,402.72,406.64,10
M3000917,TX_Barangka_6,Residential,92,14.64163798,121.09771,225.07,260.68,236.14,296,257.08,258.66,310.59,240.91,255.51,225.83,201.36,266.51,15
M3000918,TX_Barangka_10,Residential,92,14.64533673,121.0973693,172.7,219.32,228.15,172.44,232.06,200.42,239.64,147.27,147.62,187.13,150.72,171.24,10
M3000919,TX_Barangka_7,Residential,92,14.63843721,121.1009386,609.26,672.14,579.68,610.46,704.97,664.95,621.63,477.53,486.29,490,496.23,524.58,5
M3000920,TX_Concepcion_6,Residential,93,14.63322947,121.1017588,218.58,240.83,235.02,209.55,305.74,246.72,320.77,229.62,217.33,190.25,213.22,207.4,15
M3000921,TX_Concepcion_2,Residential,93,14.63421297,121.1009088,194.88,213.35,203.78,229.08,268.36,234.42,233.77,180.14,192.08,189.11,165.06,164.71,5
M3000922,TX_Concepcion_8,Residential,93,14.63309946,121.0978359,384.66,547.14,415.98,470.65,550.95,592.42,482.99,406.79,389.26,390.79,448.79,371.27,5
M3000923,TX_Concepcion_7,Residential,93,14.62866092,121.0992106,390.49,419.53,372.36,426.52,469.27,479.3,451.3,360.03,363.36,285.35,370.52,325.17,15
M3000924,TX_Concepcion_9,Residential,93,14.62772578,121.0993503,239.75,292.88,289.63,248.45,296.18,264.9,312.88,220.17,201.15,230.33,265.83,279.57,5
M3000925,TX_Concepcion_10,Residential,93,14.63398923,121.1029103,634.73,585.81,540.76,561,730.99,627.15,753.82,595.56,602,450.7,601.13,596.39,15
M3000926,TX_Concepcion_1,Industrial,93,14.63401164,121.0999402,8514.83,9161.28,7634.67,8366.4,11331.12,8634.79,9006.07,8655.9,6537.24,7462.87,8536.23,9046.17,300
M3000927,TX_Concepcion_3,Residential,93,14.63449037,121.1019448,322.6,269.81,949.41,813.56,424.7,567.19,663.63,670.61,664.96,261.99,144.58,213.7,5
M3000928,TX_Concepcion_6,Residential,93,14.63130538,121.103438,294.22,269.66,306.77,285.77,408.64,367.3,397.99,247.52,297.72,265.43,246.05,309.2,15
M3000929,TX_Concepcion_3,Residential,93,14.63402273,121.0946944,508.66,629.09,569.95,558.89,549.67,564.42,696.91,549.95,467.19,523.98,497.74,574.11,15
M3000930,TX_Concepcion_5,Residential,94,14.63003386,121.111242,387.99,359.7,441.37,436.87,520.84,457.08,406.01,351.18,316.66,371,307.02,359.85,15
M3000931,TX_Concepcion_8,Residential,94,14.62952458,121.1071624,631.06,681.51,624.19,537.4,613.57,783.28,778.92,521.52,504.57,555,580.99,598.92,5
M3000932,TX_Concepcion_9,Residential,94,14.62917418,121.1086813,172.64,212.17,239.16,229.84,207.35,261.08,239.34,188.59,159.95,174.3,200.68,185.17,5
M3000933,TX_Concepcion_4,Residential,94,14.62830606,121.1103109,529.56,576.53,451.18,468.57,586.29,530.25,642.38,397.26,444.61,441.33,462.01,498.7,15
M3000934,TX_Concepcion_2,Residential,94,14.62800281,121.1046679,340.54,426.07,379.16,459.95,519.37,542.3,506.63,393.78,354.64,332.54,406.8,413.17,15
M3000935,TX_Concepcion_5,Commercial,94,14.63012472,121.1113365,1519.61,1694.28,1612.77,1831.63,1825.46,1739.63,1591,1618.8,1556.56,1467.72,1559.21,1632.2,100
M3000936,TX_Concepcion_1,Residential,94,14.62781496,121.1082501,644.76,643.66,651.97,639.98,695.65,747.82,642.28,646.82,550.8,635.91,601.56,555.92,15
M3000937,TX_Concepcion_10,Residential,94,14.62921499,121.1084269,267.19,289.32,273.03,311.02,328.81,348.82,283.03,222.65,208.99,223.22,270.68,284.26,10
M3000938,TX_Concepcion_1,Residential,94,14.62891902,121.1104073,386.85,384.22,376.48,385.22,487.04,419.76,500.66,348.63,341.21,389.81,357.56,361.99,5
M3000939,TX_Concepcion_4,Commercial,94,14.62706698,121.1100422,2699.05,3026.37,3144.3,2817.96,3535.05,3633.61,3041.01,2626.4,2476.79,2655.29,2235.49,2947.81,75
M3000940,TX_Industrial_9,Commercial,95,14.62155438,121.1021254,3230.32,3140.59,3399.26,3126.11,4261.86,4183.51,3810.91,3078.24,3187.6,2620.35,2906.39,2971.72,50
M3000941,TX_Industrial_8,Residential,95,14.6226894,121.0994732,175.55,187.45,220.18,229.27,220.01,256.07,255.02,168.36,182.88,202.71,161,177.21,5
M3000942,TX_Industrial_1,Residential,95,14.62385268,121.102297,501.22,580.42,606.04,507.2,749.74,647.95,635.68,563.97,445.03,433.12,530.48,510.79,5
M3000943,TX_Industrial_6,Residential,95,14.61830008,121.1014929,116.58,61.54,114.93,72.44,151.06,102.68,104.19,61.83,107.94,75.17,73.9,115.16,5
M3000944,TX_Industrial_1,Residential,95,14.62269327,121.1016914,163.4,168.51,170.45,90.71,174.19,119.93,187.8,113.15,82.06,86.74,159.22,143.5,15
M3000945,TX_Industrial_5,Residential,95,14.61949695,121.0961738,415.05,444.41,438.57,466.27,495.72,486.2,523.69,428.25,370.91,358.21,357,406.29,15
M3000946,TX_Industrial_1,Residential,95,14.62188365,121.0990104,70.35,42.41,47.08,46.65,40.9,57.31,38.16,44.61,60.65,49.29,22.2,44.37,15
M3000947,TX_Industrial_6,Residential,95,14.62013876,121.0997652,174.42,208.57,165.65,179.2,213.56,205.73,216.38,154.15,141.98,139.15,170.35,153.97,15
M3000948,TX_Industrial_4,Residential,95,14.61615375,121.097025,171.16,207.59,221.47,198.2,247.9,251.71,214.68,174.83,152.09,165.19,145.36,150.42,5
M3000949,TX_Industrial_9,Residential,95,14.61641652,121.0983287,472.79,454.55,447.57,478.29,581.29,513.48,563.94,504.43,396.37,512.77,500.31,523.09,10
M3000950,TX_Jesus Dela_2,Residential,96,14.6392048,121.0936122,90.04,106.45,143.43,101.09,145.47,202.32,147.31,91.16,92.97,138.97,111.84,84.97,15
M3000951,TX_Jesus Dela_6,Commercial,96,14.63781177,121.0904897,2462.89,2613.08,3018.05,2972.92,3168.63,3406.59,3082.69,2523.59,2235.76,2013.26,2638.88,2176.48,25
M3000952,TX_Jesus Dela_2,Residential,96,14.63850895,121.091855,26.04,47.67,32.47,27.4,44.1,78.63,83.75,44.37,28.58,34.72,34.7,21.5,15
M3000953,TX_Jesus Dela_1,Residential,96,14.63852948,121.0933771,215.86,225.94,268.49,240.68,313.57,301.71,316.73,262.28,209.91,240.58,252.11,274.34,5
M3000954,TX_Jesus Dela_1,Residential,96,14.63767926,121.0946486,226.5,238.4,239.04,245.33,265.08,288.04,291.77,270.4,270.15,213.32,215.15,247.21,5
M3000955,TX_Jesus Dela_5,Residential,96,14.63775538,121.0955097,599.15,527.16,641.89,581.45,671.24,730.99,740.07,530.31,473.86,494.98,513.66,574.18,5
M3000956,TX_Jesus Dela_1,Commercial,96,14.63856043,121.0964687,1017.69,1215.14,1067.29,1191.68,1355.56,1078.28,1209.58,998.28,922.18,956.96,970.92,889.87,25
M3000957,TX_Jesus Dela_6,Commercial,96,14.63714949,121.0964433,1207.74,1186.87,1389.6,1192.3,1254.84,1510.66,1430.66,1029.41,1019.58,953.98,1014.75,963.33,100
M3000958,TX_Jesus Dela_8,Residential,96,14.63332485,121.0945906,577.95,524.35,557.23,535.76,574.62,713.75,651.65,472.22,476.91,450.71,555.75,475.86,5
M3000959,TX_Jesus Dela_6,Residential,96,14.63914803,121.0912187,203.78,141.44,89.31,275.61,50.74,312.33,283.23,74.68,60.99,162.85,85.09,89.76,10
M3000960,TX_Kalumpang_3,Commercial,97,14.6314466,121.0974868,1286.17,1401.18,1240.06,1231.12,1381.54,1729.98,1633.22,1347.66,1067.36,1172.26,1272.78,1141.41,100
M3000961,TX_Kalumpang_6,Residential,97,14.63267897,121.0965811,498.27,434.94,576.83,533.02,541.26,512.07,553.46,398.21,433.88,471.4,455.53,448.73,15
M3000962,TX_Kalumpang_2,Residential,97,14.63322421,121.0994533,676.31,733.11,639.5,586.94,759.87,633.76,673.55,479.17,509.25,558.96,545.2,569.62,15
M3000963,TX_Kalumpang_4,Residential,97,14.63036209,121.0979649,304.68,432.43,344.16,344.49,496.82,433.51,470.68,375.04,325.93,314.46,305.11,367.97,15
M3000964,TX_Kalumpang_4,Residential,97,14.63050361,121.0934853,639.4,584.58,704.33,696.55,677.56,698.05,783.09,515.91,510.84,594.03,623.78,514.18,15
M3000965,TX_Kalumpang_7,Residential,97,14.63519052,121.0983844,479.79,608.14,564.15,631.07,692.98,770.26,588.14,514.3,471.13,524.69,574.01,613.68,15
M3000966,TX_Kalumpang_7,Residential,97,14.63049287,121.0919611,326.25,211.04,199.07,324.64,248.55,241.05,282.65,175.27,230.01,283.79,237.55,225.44,5
M3000967,TX_Kalumpang_5,Commercial,97,14.63130752,121.0937976,3011.47,3478.44,3088.47,3060.61,2960.49,3134.78,3464.5,2834.55,2889.91,2463.58,2802.84,3046.94,25
M3000968,TX_Kalumpang_7,Residential,97,14.63137965,121.0965823,312.61,408.93,346.47,374.97,450.88,420.22,409.26,275.76,273.89,363.49,333.37,369.29,10
M3000969,TX_Kalumpang_3,Residential,97,14.63177527,121.1002037,192.55,404.7,206.87,240.81,308.68,478.37,300.72,257.53,179.84,153.63,229.93,239.15,15
M3000970,TX_Malanday_4,Residential,98,14.65442467,121.0982721,424.27,407.23,426.83,473.87,557.76,553.13,491.69,378.56,379.49,417.82,414.58,373.62,15
M3000971,TX_Malanday_7,Industrial,98,14.65143888,121.0988537,7191.54,6387.01,7912.53,6636.8,8695.08,8558.13,7258.64,6584.66,6173.77,6662.37,6903.83,5690.52,200
M3000972,TX_Malanday_9,Residential,98,14.65163848,121.101744,212.56,244.46,205.15,213.58,238.14,270.96,206.68,192.63,192.57,177.65,168.64,178.7,15
M3000973,TX_Malanday_6,Residential,98,14.65308497,121.0965236,345.81,397.54,179.16,346.41,525.68,156.79,402.05,439.37,130.45,92.54,432.47,173.66,10
M3000974,TX_Malanday_9,Residential,98,14.64965947,121.0989711,412.56,447.65,386.92,388.47,508.27,483.36,509.77,307.13,316.43,393.88,399.2,362.31,5
M3000975,TX_Malanday_10,Commercial,98,14.65614687,121.096014,1858.77,2636.66,2179.12,2480.96,2922.22,2714.61,2551.49,2330.9,1903.12,2313.02,1828.37,2074.6,25
M3000976,TX_Malanday_4,Residential,98,14.65272093,121.0956835,362.14,362.81,378.98,372.83,428.75,378.35,396.04,270.7,321.11,309.06,337.35,300.34,15
M3000977,TX_Malanday_6,Residential,98,14.65035375,121.1020552,656.25,683.99,591.93,579.12,707.3,825.08,699.78,496.84,618.95,527.45,577.42,624.59,10
M3000978,TX_Malanday_10,Residential,98,14.65202864,121.1047374,289,322.69,343.78,293.11,416.94,343.05,342.36,265.88,299.15,273.59,280.83,347.65,10
M3000979,TX_Malanday_6,Residential,98,14.65696042,121.0992616,503.29,546.81,574.76,718.83,746.61,707.65,726.46,604.39,620.81,587.91,592.88,547.76,5
M3000980,TX_Nangka_6,Industrial,99,14.64473327,121.1094564,15269.84,14888.73,14258.02,17533.68,17815.2,18863.92,18386.07,12091.55,11884.33,13199.9,13136.3,15179.12,150
M3000981,TX_Nangka_10,Industrial,99,14.6476541,121.1129791,10381.97,14852.31,12988.3,14503.65,16734.38,15036.09,12930.17,11399.66,11480.97,12121.95,9642.48,11622.64,500
M3000982,TX_Nangka_1,Residential,99,14.65204004,121.1088029,493.21,661.55,615.48,563.78,617.25,608.19,696.49,561.72,540.5,552.53,544.49,604.5,15
M3000983,TX_Nangka_6,Residential,99,14.65198436,121.1101236,299.64,323.96,368.17,310.25,453.72,374.73,374.86,262.19,280.4,296.15,291.65,297.75,5
M3000984,TX_Nangka_2,Residential,99,14.65067771,121.1076927,291.85,297.14,328.27,362.25,309.54,323.27,324.39,268.47,235.27,270.96,307.9,245.08,5
M3000985,TX_Nangka_9,Residential,99,14.64943174,121.1078806,413.76,391.7,374.06,383.24,533.78,512.23,438.75,390.43,389.61,421.41,354.73,428.21,10
M3000986,TX_Nangka_5,Residential,99,14.64869064,121.1100423,273.92,298.91,336.25,291.17,411.65,344.71,380.98,253.27,316.11,301.77,260.2,319.78,10
M3000987,TX_Nangka_1,Residential,99,14.65546689,121.1121024,187.84,176.27,184.39,168.04,214.23,237.66,191.57,154.37,159.21,145.85,178.54,189.23,10
M3000988,TX_Nangka_10,Industrial,99,14.65050847,121.1090129,10779.67,11849.54,11653.25,9954.09,11339.39,13056.25,12618.67,9523.49,8380.06,9870.73,9187.15,9295.07,300
M3000989,TX_Nangka_9,Commercial,99,14.6472646,121.112,2019.86,2458.78,2100.54,2483.28,2457.07,2678.02,2216.63,1750.08,2073.74,1641.72,2193.37,1836.4,25
M3000990,TX_Parang_7,Residential,100,14.66987394,121.1191011,374.63,421.68,459.19,499,465.02,532.04,508.77,338.37,391.45,407.96,395.23,356.16,10
M3000991,TX_Parang_7,Residential,100,14.6676353,121.1214305,196.51,229.77,209.62,228.21,271.24,278.45,225.18,191.9,173.01,206.72,207.8,185.36,5
M3000992,TX_Parang_9,Residential,100,14.6702952,121.1203013,544.83,675.66,619.67,534.26,700.81,636.95,651.93,562.98,588.4,572.4,488.31,534.81,15
M3000993,TX_Parang_8,Industrial,100,14.67271779,121.1193934,2859.53,2219.84,2301.86,1663.69,3464.91,2516.78,3581.82,1880.67,2521.48,2067.91,1881.39,2452.23,150
M3000994,TX_Parang_4,Residential,100,14.66622604,121.1194342,221.27,255.08,217.79,233.13,272.52,283.64,234.61,200.18,210.2,178.37,194.45,204.18,15
